index,sido,idx,name,address,latitude,longitude,input_wastes
468,대전광역시,773,갈마동건능골경로당,대전광역시 서구 갈마동 402-1,36.34477291,127.3715365,['투명 페트']
469,대전광역시,774,둔산1동행정복지센터,대전광역시 서구 둔산동 1402,36.3524429,127.3861477,['투명 페트']
465,대전광역시,770,비래동행정복지센터,대전광역시 대덕구 비래동 140-5,36.35501342,127.4499231,"['캔', '투명 페트']"
375,대전광역시,665,들말어린이공원,대전광역시 서구 가장동 405,36.32918011,127.3823102,['투명 페트']
374,대전광역시,664,변동주민자치문화센터,대전광역시 서구 변동 15-23,36.32978351,127.378894,['투명 페트']
379,대전광역시,669,도안동행정복지센터,대전광역시 서구 원도안로242번길 33,36.32355296,127.3466096,['투명 페트']
398,대전광역시,692,문정어린이공원,대전광역시 서구 둔산동 2008,36.34976302,127.3988427,['투명 페트']
376,대전광역시,666,도솔청소년문화의집 앞,대전광역시 서구 배재로197번길 41,36.32555259,127.3680429,['투명 페트']
572,대전광역시,880,도솔마을 어울림플랫폼,대전광역시 서구 도마동 105-10,36.31726706,127.3750278,['투명 페트']
263,대전광역시,542,가양2동행정복지센터,대전광역시 동구 흥룡로 33,36.34902784,127.4474016,['투명 페트']
133,대전광역시,182,갈마공원,대전광역시 서구 갈마동 820,36.3552646,127.3737811,['투명 페트']
287,대전광역시,572,관평재활용정거장,대전광역시 유성구 관평동 805,36.42680453,127.3884085,"['캔', '투명 페트']"
286,대전광역시,571,지족재활용정거장,대전광역시 유성구 지족동 1004,36.38638046,127.3183474,['투명 페트']
285,대전광역시,570,유성구종합사회복지관,대전광역시 유성구 도안대로589번길 27,36.35292025,127.3394927,['투명 페트']
284,대전광역시,569,어은어린이공원,대전광역시 유성구 어은동 108-14,36.36238366,127.3553945,['투명 페트']
132,대전광역시,181,서구청,대전광역시 서구 둔산동 1300,36.35544032,127.3844356,['투명 페트']
131,대전광역시,180,용문동 행정복지센터,대전광역시 서구 용문동 589-7,36.339144,127.3916263,['투명 페트']
130,대전광역시,179,유등노인복지관,대전광역시 서구 도마동 413-3,36.32714179,127.3742899,['투명 페트']
129,대전광역시,178,복수동행정복지센터,대전광역시 서구 복수동 614,36.29987566,127.3788717,['투명 페트']
283,대전광역시,568,성남다목적체육관,대전광역시 동구 성남동 537,36.34261197,127.4307146,['투명 페트']
318,대전광역시,604,월평2동행정복지센터,대전광역시 서구 월평동 218-8,36.36370515,127.3741641,['투명 페트']
282,대전광역시,567,상소오토캠핑장,대전광역시 동구 산내로 748,36.23705567,127.4692643,"['캔', '투명 페트']"
202,대전광역시,276,아름드리 덕암동주민커뮤니티센터,대전광역시 대덕구 신탄진로681번길 10,36.43908749,127.4260219,"['캔', '투명 페트']"
203,대전광역시,277,관저동 광장,대전광역시 서구 관저동 1681,36.30626498,127.3343273,['투명 페트']
204,대전광역시,278,도안동 광장,대전광역시 서구 도안동 846,36.33093418,127.3385536,['투명 페트']
205,대전광역시,279,월평주차장,대전광역시 서구 월평로 53-3,36.35628354,127.3626142,['투명 페트']
206,대전광역시,280,온천2동 행정복지센터,대전광역시 유성구 장대로 120,36.36551766,127.3334524,['투명 페트']
207,대전광역시,281,회덕동 행정복지센터,대전광역시 대덕구 대전로 1376,36.37636805,127.4211133,['투명 페트']
127,대전광역시,176,관저다목적체육관,대전광역시 서구 관저동 1583,36.29239887,127.3364306,['투명 페트']
225,대전광역시,299,한민시장주차장,대전광역시 서구 괴정동 88-20,36.33523346,127.3831111,['투명 페트']
264,대전광역시,543,용전동행정복지센터,대전광역시 동구 계족로 515,36.35774115,127.4323828,['투명 페트']
243,대전광역시,518,봉암초등학교(포인트 적립 불가),대전광역시 유성구 궁동로 21,36.36405304,127.3477529,"['캔', '투명 페트']"
128,대전광역시,177,가수원 행정복지센터,대전광역시 서구 가수원로 105,36.30358605,127.3493575,['투명 페트']
597,대전광역시,907,월평1동치안센터 옆,대전광역시 서구 월평서로 13-1,36.35482317,127.3575354,['투명 페트']
135,대전광역시,184,갈마1동행정복지센터,대전광역시 서구 갈마동 316-3,36.35084426,127.3680004,['투명 페트']
316,대전광역시,602,갈마2동행정복지센터,대전광역시 서구 갈마동 1458,36.34524967,127.3746996,['투명 페트']
159,대전광역시,215,세븐일레븐 건양대간호학관,대전광역시 서구 관저동로 158,36.306995,127.3446212,['투명 페트']
317,대전광역시,603,탄방동행정복지센터,대전광역시 서구 탄방동 1440,36.34636955,127.3956171,['투명 페트']
585,대전광역시,895,도솔마을 작은도서관,대전광역시 서구 사마5길 21,36.31836622,127.3765503,['투명 페트']
584,부산광역시,893,괘내마을행복충전소,부산광역시 사상구 백양대로646번나길 40,35.16319675,128.9892794,['투명 페트']
211,서울특별시,285,영등포 제2스포츠센터,서울특별시 영등포구 당산동4가 96-2,37.52641232,126.9027341,['투명 페트']
11,서울특별시,19,구의3동주민센터,서울특별시 광진구 강변역로 17 구의3동 복합청사,37.5380524,127.0920163,"['캔', '투명 페트']"
10,서울특별시,18,광진광장,서울특별시 광진구 군자동 346-42,37.54794105,127.07323,"['캔', '투명 페트']"
155,서울특별시,211,세븐일레븐 압구정 2점,서울특별시 강남구 압구정로28길 28,37.52480572,127.0275849,['투명 페트']
489,서울특별시,795,중곡문화체육센터,서울특별시 광진구 중곡동 168-8,37.56791981,127.0845999,['투명 페트']
212,서울특별시,286,종로타워 1층,서울특별시 종로구 종로 51,37.57074433,126.9836091,"['캔', '투명 페트']"
511,서울특별시,818,신길6동주민센터,서울특별시 영등포구 대방천로 167,37.49933153,126.9098401,['투명 페트']
153,서울특별시,205,세븐일레븐 마로니에공원점,서울특별시 종로구 대학로 116,37.58153665,127.0023401,['투명 페트']
152,서울특별시,204,세븐일레븐 장안현대홈타운점,서울특별시 동대문구 답십리로72길 34,37.57069764,127.0737729,['투명 페트']
151,서울특별시,202,세븐일레븐 신림대학스타점,서울특별시 관악구 호암로24길 6,37.46991177,126.9335797,['투명 페트']
40,서울특별시,71,대학동주민센터,서울특별시 관악구 신림로 111 대학동주민센터,37.4706113,126.9369739,"['캔', '투명 페트']"
519,서울특별시,826,부암동주민센터,서울특별시 종로구 부암동 265-21,37.59245621,126.9641261,['투명 페트']
154,서울특별시,207,세븐일레븐 홍대5번출구점,서울특별시 마포구 신촌로2안길 2,37.55759016,126.9273089,['투명 페트']
126,서울특별시,175,세븐일레븐 이태원중앙점,서울특별시 용산구 회나무로26길 3,37.53953461,126.9917084,['투명 페트']
39,서울특별시,62,세븐일레븐 도선카페점,서울특별시 성동구 왕십리로 326,37.5628379,127.0340538,"['캔', '투명 페트']"
231,서울특별시,306,반포1동 주민센터,서울특별시 서초구 반포동 20-48,37.50515413,127.0134501,['투명 페트']
235,서울특별시,310,KB국민카드,서울특별시 종로구 새문안로3길 30,37.57262367,126.9730721,"['캔', '투명 페트']"
236,서울특별시,311,종로구청,서울특별시 종로구 종로1길 36,37.57348941,126.9791654,"['캔', '투명 페트']"
548,서울특별시,855,중랑구 환경교육센터,서울특별시 중랑구 신내동 353-2,37.6135582,127.1006865,['투명 페트']
549,서울특별시,856,면목5동주민센터,서울특별시 중랑구 면목동 175-18,37.58570895,127.0795506,['투명 페트']
436,서울특별시,740,월촌중학교,서울특별시 양천구 목동서로 31,37.53771341,126.8831705,"['캔', '투명 페트']"
550,서울특별시,857,대방청소년문화의집,서울특별시 동작구 여의대방로36길 71,37.50696551,126.9264058,"['캔', '투명 페트']"
68,서울특별시,103,소리공원,서울특별시 송파구 문정동 319-1,37.4825585,127.120883,"['캔', '투명 페트']"
69,서울특별시,104,석촌호수수변무대,서울특별시 송파구 석촌호수로 191,37.50676072,127.0981902,"['캔', '투명 페트']"
70,서울특별시,108,목3동행정복지센터 정문 옆,서울특별시 양천구 목동중앙남로16나길 55,37.54473336,126.8644559,"['캔', '투명 페트']"
71,서울특별시,110,강동구민회관,서울특별시 강동구 상암로 168,37.54574669,127.1411801,"['캔', '투명 페트']"
262,서울특별시,540,정신여자고등학교,서울특별시 송파구 올림픽로4길 16,37.50875297,127.0716252,"['캔', '투명 페트']"
215,서울특별시,289,유락종합사회복지관,서울특별시 중구 신당동 160-2,37.56515934,127.0227961,"['캔', '투명 페트']"
490,서울특별시,796,오금동주민센터,서울특별시 송파구 오금동 50-1,37.5030085,127.1282092,"['캔', '투명 페트']"
38,서울특별시,61,세븐일레븐롯데월드몰수족관점,서울특별시 송파구 올림픽로 300 롯데월드몰 지하 1층 GATE20,37.5134981,127.1040702,"['캔', '투명 페트']"
36,서울특별시,57,가양레포츠센터,서울특별시 강서구 가양동 1493,37.5596943,126.865198,"['캔', '투명 페트']"
488,서울특별시,794,광진구민체육센터,서울특별시 광진구 광장동 313-3,37.54606878,127.1063894,"['캔', '투명 페트']"
540,서울특별시,847,영등포제1스포츠센터,서울특별시 영등포구 신길동 426-3,37.50036928,126.9061097,['투명 페트']
486,서울특별시,792,종로구민회관,서울특별시 종로구 지봉로5길 7-5,37.57344077,127.0147246,['투명 페트']
485,서울특별시,791,올림픽기념국민생활관,서울특별시 종로구 성균관로 91,37.59030378,126.9990149,['투명 페트']
149,서울특별시,200,세븐일레븐 대치3호점,서울특별시 강남구 삼성로 151,37.4931355,127.0609769,['투명 페트']
148,서울특별시,199,세븐일레븐 동부센터점,서울특별시 광진구 능동로 268,37.55385302,127.0780427,['투명 페트']
642,서울특별시,960,아차산 숲속놀이터,서울특별시 광진구 구의동 3-20,37.55344496,127.0994852,['투명 페트']
641,서울특별시,959,중곡역 소공원,서울특별시 광진구 중곡동 30-79,37.56602527,127.084875,['투명 페트']
640,서울특별시,958,구의1동주민센터,서울특별시 광진구 광나루로36길 56,37.54232618,127.085711,['투명 페트']
180,서울특별시,249,자양종합사회복지관,서울특별시 광진구 자양번영로 35,37.53289751,127.0753643,"['캔', '투명 페트']"
146,서울특별시,196,세븐일레븐 쌍문중앙점,서울특별시 도봉구 우이천로32길 49,37.64991546,127.0249251,['투명 페트']
145,서울특별시,194,세븐일레븐 면목엠비스점,서울특별시 중랑구 상봉로 37,37.58928327,127.0935642,['투명 페트']
63,서울특별시,96,암사유적지,서울특별시 강동구 올림픽로 875,37.56054641,127.1302578,"['캔', '투명 페트']"
64,서울특별시,97,다산동주민센터,서울특별시 중구 동호로15길 50 다산동주민센터,37.5542871,127.0082443,"['캔', '투명 페트']"
144,서울특별시,193,세븐일레븐 챌린지스토어점,서울특별시 송파구 올림픽로 269,37.51448924,127.1006217,['투명 페트']
143,서울특별시,192,세븐일레븐 답십리위브점,서울특별시 동대문구 답십리로 130,37.57284127,127.0523798,['투명 페트']
639,서울특별시,957,자양한강도서관,서울특별시 광진구 뚝섬로52길 66,37.52917699,127.0778869,"['캔', '투명 페트']"
462,서울특별시,767,영등포다목적배드민턴체육관,서울특별시 영등포구 도림동 254,37.50625773,126.8984031,['투명 페트']
463,서울특별시,768,대림어린이공원,서울특별시 영등포구 대림로 106,37.49124633,126.9030031,['투명 페트']
464,서울특별시,769,중화2동 제2공영주차장,서울특별시 중랑구 중화동 73-3,37.59724665,127.0753505,['투명 페트']
35,서울특별시,56,강서구민회관,서울특별시 강서구 우장산로 66 강서구민회관,37.5535715,126.8433474,"['캔', '투명 페트']"
34,서울특별시,55,강서구청,서울특별시 강서구 화곡로 302,37.55096462,126.8495338,"['캔', '투명 페트']"
168,서울특별시,224,롯데마트 양평점 3층,서울특별시 영등포구 선유로 138,37.52609626,126.8915772,['투명 페트']
37,서울특별시,60,국사봉중학교(포인트 적립 불가),서울특별시 동작구 양녕로20길 20 국사봉중학교,37.493623,126.9441019,"['캔', '투명 페트']"
170,서울특별시,226,롯데마트 서초점 지하4층,서울특별시 서초구 서초대로38길 12,37.49006962,127.0063322,['투명 페트']
466,서울특별시,771,난곡재생활력소,서울특별시 관악구 신림동 646-131,37.46952011,126.9236136,['투명 페트']
467,서울특별시,772,성현동자치회관,서울특별시 관악구 봉천동 1703-6,37.48722597,126.9567986,['투명 페트']
492,서울특별시,798,위례동주민센터,서울특별시 송파구 장지동 882,37.48104402,127.1440171,"['캔', '투명 페트']"
136,서울특별시,185,송파구새활용센터,서울특별시 송파구 문정로 246,37.49989911,127.1420132,['투명 페트']
137,서울특별시,186,이마트 명일점,서울특별시 강동구 고덕로 276,37.55460469,127.1559873,"['캔', '투명 페트']"
491,서울특별시,797,거여2동주민센터,서울특별시 송파구 거여동 697-9,37.49344705,127.1471337,"['캔', '투명 페트']"
172,서울특별시,228,롯데마트 월드타워점 지하 2층,서울특별시 송파구 올림픽로 300,37.51354013,127.1041472,['투명 페트']
426,서울특별시,727,번2동주민센터,서울특별시 강북구 한천로 897,37.63229475,127.0388471,['투명 페트']
29,서울특별시,47,낙성대동주민센터,서울특별시 관악구 낙성대로4가길 5 낙성대동주민센터,37.4762949,126.9583967,"['캔', '투명 페트']"
423,서울특별시,724,삼각산동주민센터,서울특별시 강북구 삼양로19길 25,37.61518053,127.0209481,['투명 페트']
358,서울특별시,648,동작청소년문화의집,서울특별시 동작구 상도로15바길 5,37.50411579,126.9335081,"['캔', '투명 페트']"
359,서울특별시,649,대방동주민센터,서울특별시 동작구 여의대방로44길 20,37.50811425,126.9263311,"['캔', '투명 페트']"
360,서울특별시,650,사당종합체육관,서울특별시 동작구 사당로27길 232,37.49244692,126.9700823,"['캔', '투명 페트']"
361,서울특별시,651,상도 어울마당,서울특별시 동작구 성대로 180,37.49926531,126.9404278,"['캔', '투명 페트']"
563,서울특별시,870,마곡레포츠센터,서울특별시 강서구 양천로 251,37.57302821,126.8312189,"['캔', '투명 페트']"
562,서울특별시,869,상도3동 빙수골공원,서울특별시 동작구 상도동 292-56,37.49673121,126.9320305,"['캔', '투명 페트']"
561,서울특별시,868,목동근린공원,서울특별시 양천구 목동 560,37.54695017,126.877996,"['캔', '투명 페트']"
560,서울특별시,867,목4동시장고객지원센터,서울특별시 양천구 목동중앙남로7길 8,37.53758274,126.8661677,"['캔', '투명 페트']"
559,서울특별시,866,신정3동주민센터,서울특별시 양천구 신정동 1263,37.51520659,126.8549106,"['캔', '투명 페트']"
558,서울특별시,865,신월문화체육센터,서울특별시 양천구 신월동 987,37.51998734,126.8350262,"['캔', '투명 페트']"
557,서울특별시,864,곰달래꿈마을,서울특별시 양천구 신월동 227-2,37.52986242,126.8367269,"['캔', '투명 페트']"
369,서울특별시,659,세븐일레븐 한양대정보관점,서울특별시 성동구 왕십리로 222,37.55661565,127.0459774,['투명 페트']
556,서울특별시,863,신월1동주민센터,서울특별시 양천구 신월동 135-18,37.5327742,126.8314143,"['캔', '투명 페트']"
555,서울특별시,862,목동보건지소,서울특별시 양천구 목동 717-43,37.54015608,126.8670428,"['캔', '투명 페트']"
591,서울특별시,901,남가좌1동주민센터,서울특별시 서대문구 남가좌동 385-3,37.57332889,126.9198485,['투명 페트']
592,서울특별시,902,서대문구 리앤업사이클플라자,서울특별시 서대문구 홍은동 426-3,37.58262392,126.9367924,['투명 페트']
425,서울특별시,726,미아동주민센터,서울특별시 강북구 미아동 197-1,37.62690791,127.0269469,['투명 페트']
357,서울특별시,647,신대방2동주민센터,서울특별시 동작구 신대방동 723,37.49841165,126.9247094,"['캔', '투명 페트']"
356,서울특별시,646,상도1동주민센터,서울특별시 동작구 상도동 437,37.49804109,126.9529559,"['캔', '투명 페트']"
355,서울특별시,645,남성역 2번 출구,서울특별시 동작구 사당동 250-2,37.48448903,126.9711596,"['캔', '투명 페트']"
354,서울특별시,644,사당3동주민센터,서울특별시 동작구 사당동 256-1,37.48464724,126.9734181,"['캔', '투명 페트']"
575,서울특별시,884,관악청년청,서울특별시 관악구 봉천동 912-26,37.48219599,126.9456394,['투명 페트']
586,서울특별시,896,연희동주민센터,서울특별시 서대문구 연희로 189,37.57381587,126.9352631,['투명 페트']
571,서울특별시,879,성내1동주민센터,서울특별시 강동구 성내로 13,37.53038941,127.1223786,['투명 페트']
570,서울특별시,878,천호청소년문화의집,서울특별시 강동구 천호동 308-9,37.54518163,127.1286831,['투명 페트']
569,서울특별시,877,상일1동주민센터,서울특별시 강동구 상일동 513-2,37.55057592,127.1684164,['투명 페트']
568,서울특별시,876,길동제2자치회관,서울특별시 강동구 명일로 229-1,37.53923707,127.1462816,['투명 페트']
587,서울특별시,897,충현동주민센터,서울특별시 서대문구 북아현로22길 38,37.56482401,126.9547674,['투명 페트']
343,서울특별시,633,샘터어린이공원,서울특별시 중랑구 면목동 656,37.57309692,127.0833492,['투명 페트']
20,서울특별시,37,망우역,서울특별시 중랑구 상봉동 500-1,37.59844864,127.0923799,"['캔', '투명 페트']"
344,서울특별시,634,면목2동 주민센터,서울특별시 중랑구 면목동 180-8,37.58967588,127.0790878,['투명 페트']
588,서울특별시,898,중앙소공원,서울특별시 서대문구 홍은동 9-498,37.59877272,126.9475675,['투명 페트']
589,서울특별시,899,홍제3동주민센터,서울특별시 서대문구 세검정로4길 32,37.59376192,126.9497706,['투명 페트']
590,서울특별시,900,남가좌2동주민센터,서울특별시 서대문구 남가좌동 319-23,37.57851448,126.9238137,['투명 페트']
565,서울특별시,872,화곡4동주민센터,서울특별시 강서구 곰달래로57가길 26,37.53470669,126.8606685,['투명 페트']
564,서울특별시,871,곰달래문화복지센터,서울특별시 강서구 강서로5길 50,37.52906336,126.8490121,['투명 페트']
351,서울특별시,641,컵밥거리,서울특별시 동작구 노량진로 170,37.51338464,126.9463407,"['캔', '투명 페트']"
352,서울특별시,642,흑석동주민센터,서울특별시 동작구 흑석동 335-2,37.50587099,126.9666359,"['캔', '투명 페트']"
353,서울특별시,643,사당2동주민센터,서울특별시 동작구 사당동 91-126,37.48876377,126.9793303,"['캔', '투명 페트']"
345,서울특별시,635,신내1동 주민센터,서울특별시 중랑구 신내동 448-1,37.60601346,127.0994476,['투명 페트']
15,서울특별시,25,성일초등학교,서울특별시 강동구 성내로15길 33 성일스포츠센터 앞,37.5286373,127.1284635,"['캔', '투명 페트']"
156,서울특별시,212,세븐일레븐 역삼 14호점,서울특별시 강남구 논현로105길 53,37.50513081,127.0299844,['투명 페트']
606,서울특별시,919,여의동주민센터,서울특별시 영등포구 여의도동 5-8,37.51757519,126.9346754,['투명 페트']
105,서울특별시,152,신원동주민센터,서울특별시 관악구 신원로3길 13,37.48157076,126.9273284,"['캔', '투명 페트']"
14,서울특별시,24,강동구청 성안별관,서울특별시 강동구 성내로3가길 19,37.53068328,127.1239653,"['캔', '투명 페트']"
270,서울특별시,550,신림동 행정복지센터,서울특별시 관악구 신림동길 14,37.48741412,126.9271175,['투명 페트']
269,서울특별시,549,신사동 행정복지센터,서울특별시 관악구 조원로 142,37.48540342,126.9180373,['투명 페트']
552,서울특별시,859,사당5동주민센터 ,서울특별시 동작구 사당동 산 32-56,37.48558491,126.9669757,"['캔', '투명 페트']"
551,서울특별시,858,도림천산책길 ,서울특별시 동작구 신대방동 702-2,37.48531857,126.9040679,"['캔', '투명 페트']"
76,서울특별시,116,상도3동주민센터,서울특별시 동작구 성대로2길 11,37.49920407,126.9313418,"['캔', '투명 페트']"
157,서울특별시,213,세븐일레븐 성북두산점,서울특별시 성북구 화랑로48길 16,37.61269453,127.0687783,['투명 페트']
413,서울특별시,711,사당역 7번출구 앞,서울특별시 동작구 사당동 1043-14,37.47686843,126.9806337,"['캔', '투명 페트']"
268,서울특별시,548,미성 경로당,서울특별시 관악구 난곡로58길 11,37.48005657,126.9157282,['투명 페트']
267,서울특별시,547,삼성동 자치회관,서울특별시 관악구 호암로 520,37.46412357,126.9318113,['투명 페트']
266,서울특별시,546,밤골 경로당,서울특별시 관악구 인헌3가길 8,37.47392597,126.9673822,['투명 페트']
265,서울특별시,545,행운동 행정복지센터,서울특별시 관악구 봉천동 1670-7,37.48062395,126.9571218,['투명 페트']
74,서울특별시,114,노량진2동주민센터,서울특별시 동작구 장승배기로19길 48,37.50850579,126.9373593,"['캔', '투명 페트']"
421,서울특별시,722,강북구청,서울특별시 강북구 도봉로89길 13,37.63958732,127.0256853,['투명 페트']
